card_name,card_race,card_type,card_class,description
Wrath of Air Totem,INVALID,MINION,SHAMAN,Wrath of Air Totem INVALID SHAMAN MINION Spell Damage +1
Soul Tap,INVALID,HERO_POWER,WARLOCK,Soul Tap INVALID WARLOCK HEROPOWER Hero PowerDraw a card.
Soul Tap,INVALID,HERO_POWER,WARLOCK,Soul Tap INVALID WARLOCK HEROPOWER Hero PowerDraw a card.
Soul Tap,INVALID,HERO_POWER,WARLOCK,Soul Tap INVALID WARLOCK HEROPOWER Hero PowerDraw a card.
Tank Up!,INVALID,HERO_POWER,WARRIOR,Tank Up! INVALID WARRIOR HEROPOWER Hero PowerGain 4 Armor.
Gadgetzan Jouster,INVALID,MINION,NEUTRAL,"Gadgetzan Jouster INVALID NEUTRAL MINION Battlecry: Reveal a minion in each deck. If yours costs more, gain +1/+1."
Victory!,INVALID,ENCHANTMENT,NEUTRAL,Victory! INVALID NEUTRAL ENCHANTMENT +1/+1.
Deadeye,INVALID,SPELL,HUNTER,"Deadeye INVALID HUNTER SPELL For the rest of the game,your Hero Power can target minions."
Deadeye,INVALID,ENCHANTMENT,NEUTRAL,Deadeye INVALID NEUTRAL ENCHANTMENT Your Hero Power can target minions.
Polymorph: ???,INVALID,SPELL,MAGE,Polymorph: ??? INVALID MAGE SPELL Choose a minion. Discover a new minion to transform it into.
Nature's Champion,INVALID,SPELL,DRUID,Nature's Champion INVALID DRUID SPELL Return a friendly minion to your hand and give it +5/+5.
Nature's Champion,INVALID,ENCHANTMENT,NEUTRAL,Nature's Champion INVALID NEUTRAL ENCHANTMENT +5/+5.
Hand of Salvation,INVALID,SPELL,PALADIN,"Hand of Salvation INVALID PALADIN SPELL Secret: When your second minion dies in a turn, return it to life."
Generous Spirit,INVALID,SPELL,PRIEST,Generous Spirit INVALID PRIEST SPELL Choose a friendly minion.Give it to your opponentand draw 3 cards.
Smoke Bomb,INVALID,SPELL,ROGUE,Smoke Bomb INVALID ROGUE SPELL Give a minion Stealth until your next turn. Draw a card.
Smoke Bombed,INVALID,ENCHANTMENT,ROGUE,Smoke Bombed INVALID ROGUE ENCHANTMENT Stealthed until your next turn.
Crackling Doom,INVALID,SPELL,SHAMAN,Crackling Doom INVALID SHAMAN SPELL Deal $12 damage to allminions.Overload: (10) @spelldmg
Bottled Madness,INVALID,SPELL,WARLOCK,Bottled Madness INVALID WARLOCK SPELL Replace your hand with random Demons.
Blazing Longsword,INVALID,WEAPON,WARRIOR,Blazing Longsword INVALID WARRIOR WEAPON Also damages minions next to whomever your hero attacks.
Nathrezim Overseer,DEMON,MINION,NEUTRAL,Nathrezim Overseer DEMON NEUTRAL MINION Battlecry: Give a friendly Demon +2/+2.
Impish,INVALID,ENCHANTMENT,NEUTRAL,Impish INVALID NEUTRAL ENCHANTMENT +2/+2.
Soul Juggler,INVALID,MINION,NEUTRAL,"Soul Juggler INVALID NEUTRAL MINION Whenever a friendly Demon dies, deal 3 damage to a random enemy minion."
Wrath Weaver,INVALID,MINION,NEUTRAL,"Wrath Weaver INVALID NEUTRAL MINION After you play a Demon, deal 1 damage to your hero and gain +2/+2."
Wrath Woven,INVALID,ENCHANTMENT,NEUTRAL,Wrath Woven INVALID NEUTRAL ENCHANTMENT Increased stats.
Sneed's Old Shredder,MECHANICAL,MINION,NEUTRAL,Sneed's Old Shredder MECHANICAL NEUTRAL MINION Deathrattle: Summon a random Legendary minion.
Ghastcoiler,BEAST,MINION,PRIEST,Ghastcoiler BEAST PRIEST MINION Deathrattle: Summon2 random Deathrattle minions.
Lightfang Enforcer,INVALID,MINION,NEUTRAL,"Lightfang Enforcer INVALID NEUTRAL MINION At the end of your turn,give a random friendly Mech, Murloc, Demon, and Beast +2/+1."
Blessed,INVALID,ENCHANTMENT,ROGUE,Blessed INVALID ROGUE ENCHANTMENT Increased stats.
Annihilan Battlemaster,DEMON,MINION,NEUTRAL,Annihilan Battlemaster DEMON NEUTRAL MINION Battlecry: Gain +1 Health for each damageyour hero has taken.
Monstrous,INVALID,ENCHANTMENT,NEUTRAL,Monstrous INVALID NEUTRAL ENCHANTMENT Health increased.
Kangor's Apprentice,INVALID,MINION,NEUTRAL,Kangor's Apprentice INVALID NEUTRAL MINION Deathrattle: Summon the first 2 friendly Mechs that died this combat.
Pack Leader,INVALID,MINION,NEUTRAL,"Pack Leader INVALID NEUTRAL MINION Whenever you summon a Beast, give it +3 Attack."
Feral Calling,INVALID,ENCHANTMENT,NEUTRAL,Feral Calling INVALID NEUTRAL ENCHANTMENT +3 Attack.
"Goldrinn, the Great Wolf",BEAST,MINION,NEUTRAL,"Goldrinn, the Great Wolf BEAST NEUTRAL MINION Deathrattle: Give your Beasts +4/+4."
Soul of the Beast,INVALID,ENCHANTMENT,NEUTRAL,Soul of the Beast INVALID NEUTRAL ENCHANTMENT +4/+4.
Primalfin Lookout,MURLOC,MINION,NEUTRAL,"Primalfin Lookout MURLOC NEUTRAL MINION Battlecry: If you control another Murloc, Discover aMurloc."
Mama Bear,BEAST,MINION,NEUTRAL,"Mama Bear BEAST NEUTRAL MINION Whenever you summon a Beast, give it +4/+4."
Rampage,INVALID,ENCHANTMENT,NEUTRAL,Rampage INVALID NEUTRAL ENCHANTMENT +4/+4.
Zapp Slywick,INVALID,MINION,NEUTRAL,Zapp Slywick INVALID NEUTRAL MINION WindfuryThis minion always attacksthe enemy minion withthe lowest Attack.
Piloted Shredder,MECHANICAL,MINION,NEUTRAL,Piloted Shredder MECHANICAL NEUTRAL MINION Deathrattle: Summon a random 2-Cost minion.
Piloted Sky Golem,MECHANICAL,MINION,NEUTRAL,Piloted Sky Golem MECHANICAL NEUTRAL MINION Deathrattle: Summon a random 4-Cost minion.
Mounted Raptor,BEAST,MINION,DRUID,Mounted Raptor BEAST DRUID MINION Deathrattle: Summon a random 1-Cost minion.
Micro Machine,MECHANICAL,MINION,NEUTRAL,"Micro Machine MECHANICAL NEUTRAL MINION At the start of each turn, gain +1 Attack."
Pogo-Hopper,MECHANICAL,MINION,ROGUE,Pogo-Hopper MECHANICAL ROGUE MINION Battlecry: Gain +2/+2 foreach other Pogo-Hopperyou played this game.
PogoCounterEnchantment,INVALID,ENCHANTMENT,ROGUE,PogoCounterEnchantment INVALID ROGUE ENCHANTMENT Counts the number of Pogo-Hoppers played.
Shifter Zerus,INVALID,MINION,NEUTRAL,"Shifter Zerus INVALID NEUTRAL MINION Each turn this is in your hand, transform it into a random minion."
Shifting,INVALID,ENCHANTMENT,NEUTRAL,Shifting INVALID NEUTRAL ENCHANTMENT Transforming into random minions.
King Bagurgle,MURLOC,MINION,NEUTRAL,King Bagurgle MURLOC NEUTRAL MINION Battlecry and Deathrattle: Give your other Murlocs +2/+2.
Bagurgled,INVALID,ENCHANTMENT,NEUTRAL,Bagurgled INVALID NEUTRAL ENCHANTMENT Increased stats.
Gentle Megasaur,BEAST,MINION,NEUTRAL,Gentle Megasaur BEAST NEUTRAL MINION Battlecry: Adapt yourMurlocs.
Skaterbot,MECHANICAL,MINION,NEUTRAL,Skaterbot MECHANICAL NEUTRAL MINION MagneticRush
Skaterbot,INVALID,ENCHANTMENT,NEUTRAL,Skaterbot INVALID NEUTRAL ENCHANTMENT Rush.
Bronze Gatekeeper,MECHANICAL,MINION,NEUTRAL,Bronze Gatekeeper MECHANICAL NEUTRAL MINION MagneticTaunt
Bronze Gatekeeper,INVALID,ENCHANTMENT,NEUTRAL,Bronze Gatekeeper INVALID NEUTRAL ENCHANTMENT Taunt.
Goblin Bomb,MECHANICAL,MINION,NEUTRAL,Goblin Bomb MECHANICAL NEUTRAL MINION Deathrattle: Deal 2 damageto the enemy hero.
Bomb Toss,INVALID,SPELL,HUNTER,Bomb Toss INVALID HUNTER SPELL Deal $2 damage. Summon a 0/2 GoblinBomb. @spelldmg
Boommaster Flark,INVALID,MINION,HUNTER,Boommaster Flark INVALID HUNTER MINION Battlecry: Summon four 0/2 Goblin Bombs.
Venomizer,MECHANICAL,MINION,HUNTER,Venomizer MECHANICAL HUNTER MINION MagneticPoisonous
Venomizer,INVALID,ENCHANTMENT,NEUTRAL,Venomizer INVALID NEUTRAL ENCHANTMENT Poisonous.
Fireworks Tech,INVALID,MINION,HUNTER,"Fireworks Tech INVALID HUNTER MINION Battlecry: Give a friendlyMech +1/+1. If it hasDeathrattle, trigger it."
Primed,INVALID,ENCHANTMENT,HUNTER,Primed INVALID HUNTER ENCHANTMENT +1/+1.
Necromechanic,INVALID,MINION,HUNTER,Necromechanic INVALID HUNTER MINION Your Deathrattles trigger twice.
Necromechanical,INVALID,ENCHANTMENT,NEUTRAL,Necromechanical INVALID NEUTRAL ENCHANTMENT Your Deathrattles trigger twice.
Weapons Project,INVALID,SPELL,WARRIOR,Weapons Project INVALID WARRIOR SPELL Each player equips a 2/3 Weapon andgains 6 Armor.
Gearblade,INVALID,WEAPON,WARRIOR,"Gearblade INVALID WARRIOR WEAPON "
Rusty Recycler,MECHANICAL,MINION,NEUTRAL,Rusty Recycler MECHANICAL NEUTRAL MINION TauntLifesteal
Biology Project,INVALID,SPELL,DRUID,Biology Project INVALID DRUID SPELL Each player gains 2Mana Crystals.
Eternium Rover,MECHANICAL,MINION,WARRIOR,"Eternium Rover MECHANICAL WARRIOR MINION Whenever this minion takes damage, gain 2Armor."
Mechanical Whelp,MECHANICAL,MINION,NEUTRAL,Mechanical Whelp MECHANICAL NEUTRAL MINION Deathrattle: Summon a 7/7 Mechanical Dragon.
Mechanical Dragon,MECHANICAL,MINION,NEUTRAL,"Mechanical Dragon MECHANICAL NEUTRAL MINION "
Rocket Boots,INVALID,SPELL,WARRIOR,Rocket Boots INVALID WARRIOR SPELL Give a minion Rush. Draw a card.
Rocket Boots,INVALID,ENCHANTMENT,WARRIOR,Rocket Boots INVALID WARRIOR ENCHANTMENT Rush.
The Boomship,INVALID,SPELL,WARRIOR,The Boomship INVALID WARRIOR SPELL Summon 3 random minions from your hand. Give them Rush.
Rocketeer,INVALID,ENCHANTMENT,WARRIOR,Rocketeer INVALID WARRIOR ENCHANTMENT Rush.
Faithful Lumi,MECHANICAL,MINION,NEUTRAL,Faithful Lumi MECHANICAL NEUTRAL MINION Battlecry: Give a friendly Mech +1/+1.
Illuminated,INVALID,ENCHANTMENT,NEUTRAL,Illuminated INVALID NEUTRAL ENCHANTMENT +1/+1.
Toxicologist,INVALID,MINION,NEUTRAL,Toxicologist INVALID NEUTRAL MINION Battlecry: Give your weapon +1 Attack.
Toxic,INVALID,ENCHANTMENT,NEUTRAL,Toxic INVALID NEUTRAL ENCHANTMENT +1 Attack.
Violet Haze,INVALID,SPELL,ROGUE,Violet Haze INVALID ROGUE SPELL Add 2 random Deathrattle cards toyour hand.
Academic Espionage,INVALID,SPELL,ROGUE,Academic Espionage INVALID ROGUE SPELL Shuffle 10 cards from your opponent's class into your deck. Theycost (1).
Academic Espionage,INVALID,ENCHANTMENT,ROGUE,Academic Espionage INVALID ROGUE ENCHANTMENT Costs (1).
Elementary Reaction,INVALID,SPELL,SHAMAN,Elementary Reaction INVALID SHAMAN SPELL Draw a card. Copy it ifyou played an Elemental last turn.
Unpowered Mauler,MECHANICAL,MINION,NEUTRAL,Unpowered Mauler MECHANICAL NEUTRAL MINION Can only attack if you cast a spell this turn.
Eureka!,INVALID,SPELL,SHAMAN,Eureka! INVALID SHAMAN SPELL Summon a copy ofarandom minion from your hand.
Astral Rift,INVALID,SPELL,MAGE,Astral Rift INVALID MAGE SPELL Add 2 random minions to your hand.
Warcried,INVALID,ENCHANTMENT,NEUTRAL,Warcried INVALID NEUTRAL ENCHANTMENT +1/+1.
Spark Drill,MECHANICAL,MINION,NEUTRAL,Spark Drill MECHANICAL NEUTRAL MINION RushDeathrattle: Add two1/1 Sparks with Rush to your hand.
Spark,ELEMENTAL,MINION,NEUTRAL,Spark ELEMENTAL NEUTRAL MINION Rush
Stargazer Luna,INVALID,MINION,MAGE,"Stargazer Luna INVALID MAGE MINION After you play theright-most card in your hand, draw a card."
Dyn-o-matic,MECHANICAL,MINION,WARRIOR,Dyn-o-matic MECHANICAL WARRIOR MINION Battlecry: Deal 5 damage randomly split among all minionsexceptMechs.
Missile Launcher,MECHANICAL,MINION,NEUTRAL,"Missile Launcher MECHANICAL NEUTRAL MINION MagneticAt the end of your turn,deal 1 damage to allother characters."
Missile Launcher,INVALID,ENCHANTMENT,NEUTRAL,"Missile Launcher INVALID NEUTRAL ENCHANTMENT When your turn ends, deal 1 damage to other characters."
Omega Medic,INVALID,MINION,PRIEST,"Omega Medic INVALID PRIEST MINION Battlecry: If you have 10 Mana Crystals, restore #10 Health to your hero."
Security Rover,MECHANICAL,MINION,WARRIOR,"Security Rover MECHANICAL WARRIOR MINION Whenever this miniontakes damage, summon a2/3 Mech with Taunt."
Guard Bot,MECHANICAL,MINION,WARRIOR,Guard Bot MECHANICAL WARRIOR MINION Taunt
Extra Arms,INVALID,SPELL,PRIEST,Extra Arms INVALID PRIEST SPELL Give a minion +2/+2.Add 'More Arms!' to yourhand that gives +2/+2.
Armed,INVALID,ENCHANTMENT,PRIEST,Armed INVALID PRIEST ENCHANTMENT +2/+2.
More Arms!,INVALID,SPELL,PRIEST,More Arms! INVALID PRIEST SPELL Give a minion +2/+2.
More Armed,INVALID,ENCHANTMENT,PRIEST,More Armed INVALID PRIEST ENCHANTMENT +2/+2.
Spirit Bomb,INVALID,SPELL,WARLOCK,Spirit Bomb INVALID WARLOCK SPELL Deal $4 damage to a minion and your hero. @spelldmg
Doubling Imp,DEMON,MINION,WARLOCK,Doubling Imp DEMON WARLOCK MINION Battlecry: Summon a copy of this minion.
Nethersoul Buster,DEMON,MINION,WARLOCK,Nethersoul Buster DEMON WARLOCK MINION Battlecry: Gain +1 Attack for each damage your hero has taken this turn.
Nethercharged,INVALID,ENCHANTMENT,WARLOCK,Nethercharged INVALID WARLOCK ENCHANTMENT Attack increased.
Shrink Ray,INVALID,SPELL,PALADIN,Shrink Ray INVALID PALADIN SPELL Set the Attack and Health of all minionsto 1.
Shrink Ray,INVALID,ENCHANTMENT,NEUTRAL,Shrink Ray INVALID NEUTRAL ENCHANTMENT 1/1.
Crystalsmith Kangor,INVALID,MINION,PALADIN,"Crystalsmith Kangor INVALID PALADIN MINION Divine Shield, LifestealYour healing is doubled."
Beryllium Nullifier,MECHANICAL,MINION,WARRIOR,Beryllium Nullifier MECHANICAL WARRIOR MINION MagneticCan't be targeted by spells or Hero Powers.
Beryllium Nullifier,INVALID,ENCHANTMENT,NEUTRAL,Beryllium Nullifier INVALID NEUTRAL ENCHANTMENT Can't be targeted by spells or Hero Powers.
"Dr. Boom, Mad Genius",INVALID,HERO,WARRIOR,"Dr. Boom, Mad Genius INVALID WARRIOR HERO Battlecry: For the rest of the game, your Mechs have Rush."
Boomtastic,INVALID,ENCHANTMENT,NEUTRAL,Boomtastic INVALID NEUTRAL ENCHANTMENT Your Mechs have Rush.
Boomtastic,INVALID,ENCHANTMENT,NEUTRAL,Boomtastic INVALID NEUTRAL ENCHANTMENT Dr. Boom is granting your Mechs Rush.
Big Red Button,INVALID,HERO_POWER,WARRIOR,Big Red Button INVALID WARRIOR HEROPOWER Hero PowerActivate this turn'sMech Suit power!
Zap Cannon,INVALID,HERO_POWER,WARRIOR,Zap Cannon INVALID WARRIOR HEROPOWER Hero PowerDeal $3 damage.Swaps each turn. @spelldmg
Blast Shield,INVALID,HERO_POWER,WARRIOR,Blast Shield INVALID WARRIOR HEROPOWER Hero PowerGain 7 Armor.Swaps each turn.
KABOOM!,INVALID,HERO_POWER,WARRIOR,KABOOM! INVALID WARRIOR HEROPOWER Hero PowerDeal $1 damage to all enemies. Swaps each turn. @spelldmg
Delivery Drone,INVALID,HERO_POWER,WARRIOR,Delivery Drone INVALID WARRIOR HEROPOWER Hero PowerDiscover a Mech.Swapseachturn.
Micro-Squad,INVALID,HERO_POWER,WARRIOR,Micro-Squad INVALID WARRIOR HEROPOWER Hero PowerSummon three 1/1 Microbots.Swapseachturn.
Myra's Unstable Element,INVALID,SPELL,ROGUE,Myra's Unstable Element INVALID ROGUE SPELL Draw the rest ofyour deck.
Myra Rotspring,INVALID,MINION,ROGUE,Myra Rotspring INVALID ROGUE MINION Battlecry: Discover aDeathrattle minion. Alsogain its Deathrattle.
Necroalchemy,INVALID,ENCHANTMENT,ROGUE,Necroalchemy INVALID ROGUE ENCHANTMENT Copied Deathrattle from {0}.
The Storm Bringer,INVALID,SPELL,SHAMAN,The Storm Bringer INVALID SHAMAN SPELL Transform your minions into random Legendary minions.
Beakered Lightning,INVALID,SPELL,SHAMAN,Beakered Lightning INVALID SHAMAN SPELL Deal $1 damage to all minions. Overload: (2) @spelldmg
Spider Bomb,MECHANICAL,MINION,HUNTER,Spider Bomb MECHANICAL HUNTER MINION MagneticDeathrattle: Destroy a randomenemyminion.
Spider Bomb,INVALID,ENCHANTMENT,HUNTER,Spider Bomb INVALID HUNTER ENCHANTMENT Deathrattle: Destroy a random enemy minion.
Unexpected Results,INVALID,SPELL,MAGE,Unexpected Results INVALID MAGE SPELL Summon two random$2-Cost minions (improvedby Spell Damage). @spelldmg
Astromancer,INVALID,MINION,MAGE,Astromancer INVALID MAGE MINION Battlecry: Summon arandom minion with Costequal to your hand size.
Luna's Pocket Galaxy,INVALID,SPELL,MAGE,Luna's Pocket Galaxy INVALID MAGE SPELL Change the Cost of minions in yourdeck to (1).
Starstruck,INVALID,ENCHANTMENT,MAGE,Starstruck INVALID MAGE ENCHANTMENT Costs (1).
"Zerek, Master Cloner",INVALID,MINION,PRIEST,"Zerek, Master Cloner INVALID PRIEST MINION Deathrattle: If you've cast any spells on this minion, resummon it."
Cloning Vector,INVALID,ENCHANTMENT,PRIEST,"Cloning Vector INVALID PRIEST ENCHANTMENT Prepared to summon Zerek, Master Cloner"
Soul Infusion,INVALID,SPELL,WARLOCK,Soul Infusion INVALID WARLOCK SPELL Give theleft-most minion in your hand +2/+2.
Infused,INVALID,ENCHANTMENT,WARLOCK,Infused INVALID WARLOCK ENCHANTMENT +2/+2.
Piloted Reaper,MECHANICAL,MINION,NEUTRAL,Piloted Reaper MECHANICAL NEUTRAL MINION Deathrattle: Summon a random minion fromyour hand that costs (2) or less.
Giggling Inventor,INVALID,MINION,NEUTRAL,Giggling Inventor INVALID NEUTRAL MINION Battlecry: Summon two 1/2 Mechs with Taunt andDivine Shield.
Annoy-o-Tron,MECHANICAL,MINION,NEUTRAL,Annoy-o-Tron MECHANICAL NEUTRAL MINION TauntDivine Shield
Holomancer,INVALID,MINION,NEUTRAL,"Holomancer INVALID NEUTRAL MINION After your opponent plays a minion, summon a 1/1copy of it."
Hologram,INVALID,ENCHANTMENT,NEUTRAL,Hologram INVALID NEUTRAL ENCHANTMENT 1/1.
Pogo-Hopper,MECHANICAL,MINION,ROGUE,Pogo-Hopper MECHANICAL ROGUE MINION Battlecry: Gain +2/+2 foreach other Pogo-Hopperyou played this game.
Kinetic Energy,INVALID,ENCHANTMENT,ROGUE,Kinetic Energy INVALID ROGUE ENCHANTMENT Increased stats.
Necrium Blade,INVALID,WEAPON,ROGUE,Necrium Blade INVALID ROGUE WEAPON Deathrattle: Trigger the Deathrattle of a random friendly minion.
Lab Recruiter,INVALID,MINION,ROGUE,Lab Recruiter INVALID ROGUE MINION Battlecry: Shuffle 3 copies of a friendly minion into your deck.
Storm Chaser,ELEMENTAL,MINION,SHAMAN,Storm Chaser ELEMENTAL SHAMAN MINION Battlecry: Draw a spell from your deck that costs(5) or more.
Omega Defender,INVALID,MINION,NEUTRAL,"Omega Defender INVALID NEUTRAL MINION TauntBattlecry: If you have10 Mana Crystals,gain +10 Attack."
Omega Surge,INVALID,ENCHANTMENT,NEUTRAL,Omega Surge INVALID NEUTRAL ENCHANTMENT +10 Attack.
Omega Assembly,INVALID,SPELL,WARRIOR,"Omega Assembly INVALID WARRIOR SPELL Discover a Mech. If youhave 10 Mana Crystals,keep all 3 cards."
Spring Rocket,MECHANICAL,MINION,NEUTRAL,Spring Rocket MECHANICAL NEUTRAL MINION Battlecry: Deal 2 damage.
Upgradeable Framebot,MECHANICAL,MINION,NEUTRAL,"Upgradeable Framebot MECHANICAL NEUTRAL MINION "
Replicating Menace,MECHANICAL,MINION,NEUTRAL,Replicating Menace MECHANICAL NEUTRAL MINION MagneticDeathrattle: Summon three 1/1 Microbots.
Replicating Menace,INVALID,ENCHANTMENT,NEUTRAL,Replicating Menace INVALID NEUTRAL ENCHANTMENT Deathrattle: Summon three 1/1 Microbots.
Microbot,MECHANICAL,MINION,NEUTRAL,"Microbot MECHANICAL NEUTRAL MINION "
Weaponized Piñata,MECHANICAL,MINION,NEUTRAL,Weaponized Piñata MECHANICAL NEUTRAL MINION Deathrattle: Add a random Legendary minion to yourhand.
Secret Plan,INVALID,SPELL,HUNTER,Secret Plan INVALID HUNTER SPELL Discover a Secret.
Juicy Psychmelon,INVALID,SPELL,DRUID,"Juicy Psychmelon INVALID DRUID SPELL Draw a 7, 8, 9, and10-Cost minion from your deck."
Supercollider,INVALID,WEAPON,WARRIOR,"Supercollider INVALID WARRIOR WEAPON After you attack a minion,force it to attack oneof its neighbors."
Thunderhead,ELEMENTAL,MINION,SHAMAN,"Thunderhead ELEMENTAL SHAMAN MINION After you play a card withOverload, summon two1/1 Sparks with Rush."
Electra Stormsurge,ELEMENTAL,MINION,SHAMAN,Electra Stormsurge ELEMENTAL SHAMAN MINION Battlecry: Your next spell this turn casts twice.
Electric,INVALID,ENCHANTMENT,SHAMAN,Electric INVALID SHAMAN ENCHANTMENT Your next spell this turn casts twice.
Electricking,INVALID,ENCHANTMENT,SHAMAN,Electricking INVALID SHAMAN ENCHANTMENT Your next spell this turn casts twice.
Brainstormer,INVALID,MINION,NEUTRAL,Brainstormer INVALID NEUTRAL MINION Battlecry: Gain +1 Healthfor each spell in your hand.
Brain Power,INVALID,ENCHANTMENT,NEUTRAL,Brain Power INVALID NEUTRAL ENCHANTMENT Increased Health.
Cloakscale Chemist,INVALID,MINION,NEUTRAL,Cloakscale Chemist INVALID NEUTRAL MINION StealthDivine Shield
Dendrologist,INVALID,MINION,DRUID,"Dendrologist INVALID DRUID MINION Battlecry: If you control a Treant, Discover a spell."
Landscaping,INVALID,SPELL,DRUID,Landscaping INVALID DRUID SPELL Summon two 2/2 Treants.
Tending Tauren,INVALID,MINION,DRUID,Tending Tauren INVALID DRUID MINION Choose One - Give yourother minions +1/+1;or Summon two2/2 Treants.
Old Growth,INVALID,SPELL,DRUID,Old Growth INVALID DRUID SPELL Give your other minions +1/+1.
Old Growth,INVALID,ENCHANTMENT,NEUTRAL,Old Growth INVALID NEUTRAL ENCHANTMENT +1/+1.
New Growth,INVALID,SPELL,DRUID,New Growth INVALID DRUID SPELL Summon two 2/2 Treants.
Dreampetal Florist,INVALID,MINION,DRUID,"Dreampetal Florist INVALID DRUID MINION At the end of your turn, reduce the Cost of a random minion in your hand by (7)."
Floral Arrangement,INVALID,ENCHANTMENT,DRUID,Floral Arrangement INVALID DRUID ENCHANTMENT Costs (7) less.
Mecha'thun,MECHANICAL,MINION,NEUTRAL,"Mecha'thun MECHANICAL NEUTRAL MINION Deathrattle: If you have nocards in your deck, hand,and battlefield, destroythe enemy hero."
Flark's Boom-Zooka,INVALID,SPELL,HUNTER,"Flark's Boom-Zooka INVALID HUNTER SPELL Summon 3 minions fromyour deck. They attackenemy minions, then die."
Whirliglider,INVALID,MINION,NEUTRAL,Whirliglider INVALID NEUTRAL MINION Battlecry: Summon a 0/2Goblin Bomb.
Dr. Morrigan,INVALID,MINION,WARLOCK,Dr. Morrigan INVALID WARLOCK MINION Deathrattle: Swap this with a minion from your deck.
Flobbidinous Floop,INVALID,MINION,DRUID,"Flobbidinous Floop INVALID DRUID MINION While in your hand, this is a 3/4 copy of the last minion you played."
